Gene Name,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10
G8393,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8395,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8396,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8398,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8399,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8403,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8404,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8406,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8407,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8408,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8409,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8410,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8415,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8416,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8417,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8418,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8419,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8420,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8421,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8422,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8423,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8424,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8425,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8427,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8429,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8430,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8432,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8434,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8436,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8439,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8440,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8441,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8445,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8446,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8447,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8448,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8449,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8450,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8451,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8452,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8454,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8455,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8456,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8460,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8462,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8466,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8467,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8470,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8474,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8475,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8476,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8477,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8479,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8480,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8481,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8483,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8485,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8486,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8487,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8489,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8490,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8491,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8493,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8495,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8497,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8498,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8499,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8500,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8503,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8505,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8509,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8510,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8511,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8513,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8514,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8515,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8516,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8518,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8519,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8520,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8521,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8522,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8525,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8527,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8528,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8529,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8530,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8531,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8532,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8533,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8534,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8537,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8539,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8541,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8542,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8543,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8544,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8546,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8547,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8549,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8554,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8559,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8560,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8562,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8563,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8564,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8569,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8570,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8576,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8580,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8583,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8584,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8585,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8586,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8587,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8590,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8591,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8592,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8593,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8607,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8608,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8609,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8610,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8612,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8616,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8630,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8631,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8633,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8635,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8637,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8638,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8640,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8641,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8642,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8643,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8645,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8646,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8647,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8648,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8650,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8651,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8652,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8653,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8654,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8656,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8657,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8658,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8659,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8660,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8661,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8662,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8663,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8664,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8666,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8669,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8670,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8673,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8676,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8677,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8678,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8679,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8680,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8681,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8682,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8683,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8684,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8685,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8686,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8687,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8688,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8689,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8690,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8691,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8692,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8693,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8694,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8695,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8696,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8697,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8698,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8699,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8700,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8701,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8702,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8703,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8704,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8706,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8707,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G8709,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
